reviewText,overall
Love them! Fit exactly as expected in length and width! I would definitely buy these again.,5.0
Great shoes,5.0
"My second pair, love the fit, light weight and great support.",5.0
I have wide feet and these were too narrow but very nice looking.,4.0
Ugh... way to large - is this for a man?,3.0
The shoe fit has expected. It is comfortable.,5.0
"They fit great, look great, are quite comfortable and are just what I was looking for!",5.0
"Super comfy, true Size , I use them for boot Camp,  cross fit and they are great , absolutely recommended it.",5.0
"Love them absolutely comfortable. I'm very picky with sneakers and this ones for the price are great I use them for cross fit , boot camp & they work great . The sole is very flexible , true size . I have a wide feet and they fit perfectly. Very nice looking Great sneakers.",5.0
Wife happy with fit.,4.0
They run big. Order a full size smaller.,4.0
"Super light and very comfortable. I'm a runner and they lack a bit in arch support, so the soles of my feet are a sore. I'm going to add an insert to try fix the problem.",3.0
"Just because they are white, they do need a washing regularly but I have received many compliments on how pretty these white and pink shoes are. Extremely good Nike quality. Highly recommended.",5.0
Arrived in time. Fit as exoected. They take some breaking in but I wore them 2 days in a row for more than five hours per day.,5.0
I've been using these to exercise and they are nice a roomy and allow my feet to breath. Also love the colors.,5.0
Comfortable from the start and very light.,5.0
As expected.,5.0
"Lightweight, comfortable, supportive. Very happy I bought these shoes for working out.",4.0
"I love these and have them in a light blue too. Very light weight, airy, and comfortable.",5.0
good quality,5.0
Very comfortable sneakers and I also like the way it fits.,4.0
"Purchased to wear for weightlifting and Zumba. Zumba trial was last night, and they were great! Super comfortable, good ventilation! Not too much padding, very minimalist, which is just what I wanted",4.0
Comfortable and lightweight.,5.0
"I love these shoes my second pair of 40 plus $ shoes and they both have certainly out done the $100 K-swiss that I'm looking to return . The shoes are extremely comfortable, all my clients love them, just wish they came in more colors.",5.0
"They fit as expected and perfect for training, the shoelaces are a little bit too long. Other than that these shoes are as I expected them !",4.0
Extremely well fitting and light weight,5.0
Perfect,5.0
Love them,5.0
"I love these shoes and have worn them for a long time. That are comfy, thinner on the top & sole and are very cute!",5.0
Fast shipping and turned out as expected. Couldn't be happier.,5.0
I have been wearing for a solid week during my work outs & they are great for comfort and they are light weight.,5.0
Love these shoes for circuit training.,5.0
Super comfortable. I joined Cross Fit and this is the perfect shoe.,4.0
just do it :),5.0
"Love these, comfortable, light weight, great fit.",5.0
I love this show.,5.0
"The shoes are true to size. I am used to wearing running shoes so these have been an adjustment. Overall, the shoe is nice and provides well for my HIIT and Grit classes I take.",4.0
Love them!  I ordered an 8.5 because I usually wear that size but these are a bit big. I wish I ordered an 8. They are really comfortable and I enjoy wearing them.,5.0
Very comfortable.,4.0
Very nice shoes.  Comfortable.,5.0
Very comfortable. I love wearing them.,5.0
Great fit so comfortable love them!!!!!,5.0
A nice lightweight shoe. Not a lot of cushion so I wouldn't run long distances in them.,4.0
I really love these shoes.  They are attractive and very comfortable.  They work well for my daily workout and fit well.,5.0
Comfortable shoe.  First time I've ever bought nikes that feel so large.  It feels about 1/2 size too big.  I bought 7.5.  I normally wear exactly that size and on occasion an 8.,2.0
Ordered 9(m) received 9 Wide for the second time. Returned them for the second time.,1.0
Nice shoes,5.0
"This is my second pair of these shoes.  I love the fit and they provide support for walking.  I like the way the shoes fit around my ankle, as many shoes are uncomfortable because they come up too high in the back.  Try them!",5.0
"There is about a 1/2 inch of extra space from the tip of my big toe to the front of the shoe. That's okay, though. I usually wear socks, so it doesn't feel too big, even if it does make your foot look a bit long.

The colors are vibrant, and the sole has plenty of grip, even on a slippery floor. I wore them for most of the day and they are comfortable.

Overall, I'm very pleased with this shoe.",5.0
Got them for my girlfriend. She loves them. Says it's like wearing slippers because they are incredibly light.,5.0
Serves intended purpose,4.0
They are super comfortable. Loving them.,5.0
I have gotten so many compliments on the blue color and look of this shoe.  It is super comfortable.  The grip is wonderful for my indoor gym cross training classes.  I always order a half size larger in Nike brand shoes and thy fit perfectly as I did with this shoe.,5.0
"Fit is fine, but not much cushioning in the footbed. The first time wearing them on a long walk I developed a blister on the bottom of my foot.",3.0
"Perfect for the gym, could use a little more support in the toe area but very comfortable and light. Fit true to size.",4.0
"Meh, felt very comfortable but provided no support. Seem like a good option for walking around in the summer but not for aerobics or lateral movements",3.0
Love these! Super light and comfortable!,5.0
Loved the products and services!!,5.0
It's hard to find a lightweight athletic shoe with a wide toe box. This shoe has that. I am happy with the support for walking and everyday wear. I wouldn't run in them. Now I just have to stock up on as many pair as I can afford before Nike discontinues them :). Don't you hate when that happens?,5.0
