reviewText,overall
"This was part of a graduation gift to my son who was joining the Navy. Instead of the traditional gifts, I got him a bunch of gift cards since he can't any personal possessions with him. These cards allowed him to enjoy going out with his friends and girlfriend for that last month before leaving for boot camp.",5.0
No problems! Card came quick and worked just fine. I love Panda Express and was happy with my meal too!,5.0
"It is what it says it is, a gift card to Panda Express. No problems using the card. Giving it 5 stars seems kind of silly, but I don't know that it would be fair to give it anything less.",5.0
"Discounted Panda Express? Yes please! Bought this on a lightning deal, so it was a few bucks off.",5.0
"My, youngest son loves Panda Express, so I bought this for him.",5.0
Great Deal,5.0
"Came fast, exactly what I needed for my daughters christmas. Very happy.",5.0
Good card. Good food.,5.0
"No problems using these cards so far.  While my husband takes his lunch from home most days, there are times he wants something different or he forgets his lunch.  Being diabetic, he shouldn't skip lunch.  Subway offers variety which fits into his diet.",5.0
Panda Express gift cards are a great gift to get. Amazon gets to your mailbox fast..I love to  get fresh hot food when you go to Panda. The people that I gave the gift cards to were amazed to open their gift at Christmas an find a Panda Express card to receive them,5.0
Yummy,5.0
Xmas stocking stuffer. Loved it,5.0
Daughter and Son in Law needed the food they are looking forward to using it,5.0
great,5.0
Great item!,5.0
great,5.0
Holiday Gift,5.0
Great item!,5.0
good,5.0
"I buy my son one of these gift cards to DSW every year, as he will keep his shoes until there are no soles left.",5.0
Just what my granddaughter wanted.,5.0
Gift - nothing really to review,5.0
"Bought this for a gift my friend loved it.  He can't wait to use the gift card!
God Bless you",4.0
ok,5.0
Can't go wrong with this.,5.0
like,5.0
Easy purchase-great gift,5.0
Great purchase. The Gift card worked very good.,5.0
Received quickly and no problems!,5.0
It's a gift card. Not much else to say :-),5.0
Good food I love this card,5.0
"This was the perfect purchase for a family member! He has lunch there almost every day during work, so it was definitely the perfect gift. Happily, it was delivered right to his door by Amazon!",5.0
Gift cards are great,5.0
Excellent,5.0
Worked as a gift card should.,5.0
,5.0
Perfect and I even used Amazon Points - was mailed right out.,5.0
Great!,5.0
fast delivery and card worked,5.0
This was a Christmas gift which I gave to my father-in-law.  He went to use some of his cards and thery were blank!  You really need to have these cards double checked before shipping.  Arrived as promised!,2.0
Always a great present.,5.0
Love it!!,5.0
great gift,5.0
Frankly I thought their prices were high so I got socks 70%!,5.0
fast delivery and card worked,5.0
Thank you!!,5.0
good card,5.0
Good,5.0
gifts,5.0
Always a great gift. My favorite kind to get is the veggie one :),5.0
Great gift,4.0
given as a gift,5.0
"We have not used the card yet, but we have been to this restaurant before. The food is pretty good.",4.0
"Great gift for friends, family, co- workers. All of my friends that love to eat at Panda Express really enjoyed this gift card that I included in thier holiday card. I will use this gift card again for special occations for all of my ""Panda Fan"" friends.",5.0
"How can you go wrong with a Subway Gift Card? We all love going there for an occasional lunch or quick dinner. The food is not expensive, can be very healthy if you choose carefully, and the restaurant we go to is always tremendously clean. So, when a teen in our family asked for a gift card as a gift, I had no problem with it. Best of all, it was delivered to her, along with another gift from Amazon! Love it!",5.0
Worked as it was supposed to. Was able to put them all on my rewards card.,5.0
"Bought it as a gift, The recipient loved it.",5.0
Son loves subway!!,5.0
Eat fresh,5.0
The receiver loved it.,5.0
Great,5.0
great,5.0
Thanks!,5.0
Works as advertised,5.0
Great idea for the restaurant lover,5.0
Good...but the balance too low!,4.0
"cookies, the best a dozen at a time",5.0
"Eat fresh, Subway!. I love their food for convenient lunch and quick dinner. The card design is cool too and looks better than the general card design sold at local stores.",5.0
"Honestly, these are great to give to your teens to ensure the money you give them gets used for what is supposed to be used for.  I like giving gift cards to them and know that they are using them for food, not video games or Sephora, cigarettes, or anything they could get into trouble for.  I know they at least are eating if I give them a gift card, not that they couldn't sell it, but, still better than money.  Good for traveling or if you're worried about carrying a purse with you or otherwise getting your cash stolen.  I've never had a problem with one not working, and I usually purchase directly from the local restaurant because they usually have a deal: buy a $25 gift card, receive a 6"" sub FREE.  So, win-win for everyone.",5.0
works great,5.0
just what i needed,5.0
nice product,5.0
Satisfied,5.0
great gifts,5.0
you actually want a review on a gift card?!?!?!,1.0
So glad Amazon carried these gift cards.,5.0
"Subway makes a goof sandwich for sure. The prices are great and the food is always fresh. The bread options are nice, I like the italian herb personally. Definitely a healthy option when your on the go and want something good for you.",4.0
great food,5.0
fast delivery and card worked,5.0
Thank you!,5.0
"Easy Christmas shopping. My son, who is really hard to buy for, asked for restaurant cards. H likes to take his wife and family out to eat (to give her a break from cooking all the time).",5.0
Great gift!,5.0
"Great gift but I found out after I purchased this that if you buy the same $25.00 gift card directly from Subway, you get an additional 6 inch sub",4.0
i like it,5.0
"Love these cards... the whole family enjoys having these cards on hand... and grandson loves having them to grab a quick meal since he is on the go so much.  He really enjoys the great sandwiches, and loves the fresh bread that they bake to make their sandwiches with.",5.0
"Eat fresh sandwich, I prefer subway.",5.0
"Great Gift to my Niece, she very happy with this for she is vegetarian and they have lots of veggies to pick from for her sandwich",5.0
Love Subway.  Convenient to use.,5.0
Gift Card Worked.,5.0
A great gift idea!,5.0
good gift,5.0
Perfect,5.0
Gift,5.0
great,5.0
GreAT GIFT,5.0
Always a great gift for those that like Subway.,5.0
Great gift,5.0
Great Item! Great Gift!,5.0
This is for my husband to use for lunches when he really needs to get out of the office for a break.,4.0
one of my faves,5.0
This gift card was timely received in good condition & was properly credited with the amount indicated. I was happy with this purchase,5.0
"I thought this would be a hit for several people but not so.  The quality differs tremendously by store.  For instance, the one in Highlands, N. C. is excellent - ingredients always fresh; very clean, etc.  We stopped at several in Fla. and were very disappointed.  The veggies looks ""whipped out"" and the over-all ambience of the place was negative.  No ore SUBWAY gift certs.",3.0
ok,5.0
nice!,5.0
great product,5.0
Love amazon lighting deal gift cards! These were small and super cute. Perfect for gifting!,5.0
Great gift,5.0
"A gift, for my son's birthday.",5.0
gift,5.0
Great,5.0
gifts,5.0
Whats not to love about a gift card?,5.0
Loved it,5.0
"Amazon made it easy for me to solve the the late Christmas present issue; Knowing which restaurants & stores the prospective recipients favoured, I sent 2-3 gift card per person.
What I like best about amazon is that no fees were charged for electronic delivery.
(Compare to buying a gift certificate from a Mall or some outlets who charge up to 5%).",5.0
it's a gift card....,5.0
Great deal during the holidays when you can get it for $40 and can be upload to your Samsung Pay device so no more lugging around a gift card.,5.0
GREAT GIFT,5.0
"The food there is better than average, but I still like Texas Roadhouse which is cheaper than Outback on many steak menus. The gift card purchase on Amazon is a great saving.",4.0
